OnePlus OnePlus ONEPLUS A5000 
Time Stamp,SSID,BSSID,Strength,Primary Frequency,Distance,802.11mc,Security
2020/02/16-12:45:46,BPGC-NAB,00:a3:8e:4e:29:a0,-67dBm,2412MHz,~22.1m,false,[ESS]
2020/02/16-12:45:46,BPGC-NAB,00:a3:8e:60:f2:a0,-82dBm,2462MHz,~122.0m,false,[ESS]
2020/02/16-12:45:46,BPGC-NAB,08:4f:a9:30:00:00,-56dBm,2437MHz,~6.2m,false,[ESS]
2020/02/16-12:45:46,BPGC-NAB,08:4f:a9:39:68:20,-71dBm,2437MHz,~34.7m,false,[ESS]
2020/02/16-12:45:46,BPGC-NAB,08:4f:a9:39:68:40,-57dBm,2462MHz,~6.9m,false,[ESS]
2020/02/16-12:45:46,BPGC-NAB,08:4f:a9:39:6a:40,-78dBm,2462MHz,~77.0m,false,[ESS]
2020/02/16-12:45:46,BPGC-NAB,70:ea:1a:22:9f:20,-73dBm,2462MHz,~43.3m,false,[ESS]
2020/02/16-12:45:46,BPGC-NAB,70:ea:1a:22:a5:a0,-77dBm,2462MHz,~68.6m,false,[ESS]
2020/02/16-12:45:46,BPGC-NAB,70:ea:1a:22:a9:40,-80dBm,2412MHz,~98.9m,false,[ESS]
2020/02/16-12:45:46,sks,88:63:df:bb:74:a5,-74dBm,2462MHz,~48.6m,false,[WPA2-PSK-CCMP][ESS]
2020/02/16-12:45:46,DIRECT-1D-HP DeskJet 2600 series,ac:e2:d3:b6:ba:1e,-68dBm,2437MHz,~24.6m,false,[WPA2-PSK-CCMP][ESS][WPS]
2020/02/16-12:45:47,BPGC-NAB,00:a3:8e:4e:29:a0,-67dBm,2412MHz,~22.1m,false,[ESS]
2020/02/16-12:45:47,BPGC-NAB,08:4f:a9:2d:8a:40,-76dBm,2462MHz,~61.1m,false,[ESS]
2020/02/16-12:45:47,BPGC-NAB,08:4f:a9:30:00:00,-79dBm,2437MHz,~87.2m,false,[ESS]
2020/02/16-12:45:47,BPGC-NAB,08:4f:a9:39:68:20,-78dBm,2437MHz,~77.7m,false,[ESS]
2020/02/16-12:45:47,BPGC-NAB,08:4f:a9:39:68:40,-61dBm,2462MHz,~10.9m,false,[ESS]
2020/02/16-12:45:47,BPGC-NAB,08:4f:a9:39:6a:40,-78dBm,2462MHz,~77.0m,false,[ESS]
2020/02/16-12:45:47,BPGC-NAB,70:ea:1a:22:9f:20,-70dBm,2462MHz,~30.6m,false,[ESS]
2020/02/16-12:45:47,sks,88:63:df:bb:74:a5,-72dBm,2462MHz,~38.6m,false,[WPA2-PSK-CCMP][ESS]
2020/02/16-12:45:47,DIRECT-1D-HP DeskJet 2600 series,ac:e2:d3:b6:ba:1e,-81dBm,2437MHz,~109.8m,false,[WPA2-PSK-CCMP][ESS][WPS]
2020/02/16-12:45:48,BPGC-NAB,00:a3:8e:4e:29:a0,-61dBm,2412MHz,~11.1m,false,[ESS]
2020/02/16-12:45:48,BPGC-NAB,08:4f:a9:2d:8a:40,-76dBm,2462MHz,~61.1m,false,[ESS]
2020/02/16-12:45:48,BPGC-NAB,08:4f:a9:30:00:00,-79dBm,2437MHz,~87.2m,false,[ESS]
2020/02/16-12:45:48,BPGC-NAB,08:4f:a9:39:68:20,-87dBm,2437MHz,~219.1m,false,[ESS]
2020/02/16-12:45:48,BPGC-NAB,08:4f:a9:39:68:40,-58dBm,2462MHz,~7.7m,false,[ESS]
2020/02/16-12:45:48,BPGC-NAB,70:ea:1a:22:9f:20,-65dBm,2462MHz,~17.2m,false,[ESS]
2020/02/16-12:45:48,sks,88:63:df:bb:74:a5,-71dBm,2462MHz,~34.4m,false,[WPA2-PSK-CCMP][ESS]
2020/02/16-12:45:48,DIRECT-1D-HP DeskJet 2600 series,ac:e2:d3:b6:ba:1e,-81dBm,2437MHz,~109.8m,false,[WPA2-PSK-CCMP][ESS][WPS]
2020/02/16-12:45:49,BPGC-NAB,00:a3:8e:4e:29:a0,-54dBm,2412MHz,~5.0m,false,[ESS]
2020/02/16-12:45:49,BPGC-NAB,00:a3:8e:60:f2:a0,-83dBm,2462MHz,~136.8m,false,[ESS]
2020/02/16-12:45:49,BPGC-NAB,08:4f:a9:2d:8a:40,-78dBm,2462MHz,~77.0m,false,[ESS]
2020/02/16-12:45:49,BPGC-NAB,08:4f:a9:30:00:00,-72dBm,2437MHz,~39.0m,false,[ESS]
2020/02/16-12:45:49,BPGC-NAB,08:4f:a9:39:68:20,-82dBm,2437MHz,~123.2m,false,[ESS]
2020/02/16-12:45:49,BPGC-NAB,08:4f:a9:39:68:40,-64dBm,2462MHz,~15.4m,false,[ESS]
2020/02/16-12:45:49,BPGC-NAB,70:ea:1a:22:9f:20,-63dBm,2462MHz,~13.7m,false,[ESS]
2020/02/16-12:45:49,BPGC-NAB,70:ea:1a:22:ac:00,-84dBm,2437MHz,~155.1m,false,[ESS]
2020/02/16-12:45:49,sks,88:63:df:bb:74:a5,-74dBm,2462MHz,~48.6m,false,[WPA2-PSK-CCMP][ESS]
2020/02/16-12:45:49,DIRECT-1D-HP DeskJet 2600 series,ac:e2:d3:b6:ba:1e,-79dBm,2437MHz,~87.2m,false,[WPA2-PSK-CCMP][ESS][WPS]
2020/02/16-12:45:50,BPGC-NAB,00:a3:8e:4e:29:a0,-52dBm,2412MHz,~3.9m,false,[ESS]
2020/02/16-12:45:50,BPGC-NAB,00:a3:8e:60:f2:a0,-82dBm,2462MHz,~122.0m,false,[ESS]
2020/02/16-12:45:50,BPGC-NAB,08:4f:a9:2d:8a:40,-81dBm,2462MHz,~108.7m,false,[ESS]
2020/02/16-12:45:50,BPGC-NAB,08:4f:a9:30:00:00,-67dBm,2437MHz,~21.9m,false,[ESS]
2020/02/16-12:45:50,BPGC-NAB,08:4f:a9:39:68:20,-85dBm,2437MHz,~174.0m,false,[ESS]
