Xiaomi xiaomi Mi A1 xiaomi/tissot/tissot_sprout:9/PKQ1.180917.001/V10.0.16.0.PDHMIXM:user/release-keys
Time Stamp,SSID,BSSID,Strength,Primary Frequency,Distance,802.11mc,Security
2020/02/16-12:42:21,BPGC-NAB,00:a3:8e:4e:29:a0,-78dBm,2412MHz,~78.5m,false,[ESS]
2020/02/16-12:42:21,BPGC-NAB,08:4f:a9:30:00:00,-57dBm,2437MHz,~6.9m,false,[ESS]
2020/02/16-12:42:21,BPGC-NAB,08:4f:a9:39:68:20,-70dBm,2437MHz,~30.9m,false,[ESS]
2020/02/16-12:42:21,BPGC-NAB,08:4f:a9:39:68:40,-59dBm,2462MHz,~8.6m,false,[ESS]
2020/02/16-12:42:21,BPGC-NAB,08:4f:a9:39:6a:40,-59dBm,2462MHz,~8.6m,false,[ESS]
2020/02/16-12:42:21,BPGC-NAB,70:ea:1a:22:87:60,-62dBm,2412MHz,~12.4m,false,[ESS]
2020/02/16-12:42:21,BPGC-NAB,70:ea:1a:22:92:40,-86dBm,2412MHz,~197.3m,false,[ESS]
2020/02/16-12:42:21,BPGC-NAB,70:ea:1a:22:97:80,-65dBm,2412MHz,~17.6m,false,[ESS]
2020/02/16-12:42:21,BPGC-NAB,70:ea:1a:22:9f:20,-68dBm,2462MHz,~24.3m,false,[ESS]
2020/02/16-12:42:21,BPGC-NAB,70:ea:1a:22:a5:a0,-83dBm,2462MHz,~136.8m,false,[ESS]
2020/02/16-12:42:21,sks,88:63:df:bb:74:a5,-77dBm,2462MHz,~68.6m,false,[WPA2-PSK-CCMP][ESS]
2020/02/16-12:42:21,DIRECT-1D-HP DeskJet 2600 series,ac:e2:d3:b6:ba:1e,-81dBm,2437MHz,~109.8m,false,[WPA2-PSK-CCMP][ESS][WPS]
2020/02/16-12:42:22,BPGC-NAB,00:a3:8e:4e:29:a0,-78dBm,2412MHz,~78.5m,false,[ESS]
2020/02/16-12:42:22,BPGC-NAB,08:4f:a9:30:00:00,-57dBm,2437MHz,~6.9m,false,[ESS]
2020/02/16-12:42:22,BPGC-NAB,08:4f:a9:39:68:20,-70dBm,2437MHz,~30.9m,false,[ESS]
2020/02/16-12:42:22,BPGC-NAB,08:4f:a9:39:68:40,-59dBm,2462MHz,~8.6m,false,[ESS]
2020/02/16-12:42:22,BPGC-NAB,08:4f:a9:39:6a:40,-59dBm,2462MHz,~8.6m,false,[ESS]
2020/02/16-12:42:22,BPGC-NAB,70:ea:1a:22:87:60,-62dBm,2412MHz,~12.4m,false,[ESS]
