Xiaomi xiaomi Mi A2 
Time Stamp,SSID,BSSID,Strength,Primary Frequency,Distance,802.11mc,Security
2020/02/16-12:36:55,BPGC-NAB,00:a3:8e:4e:29:a0,-81dBm,2412MHz,~110.9m,false,[ESS][WFA-HT]
2020/02/16-12:36:55,BPGC-NAB,08:4f:a9:2d:77:40,-66dBm,2412MHz,~19.7m,false,[ESS][WFA-HT]
2020/02/16-12:36:55,BPGC-NAB,08:4f:a9:30:00:00,-77dBm,2437MHz,~69.3m,false,[ESS][WFA-HT]
2020/02/16-12:36:55,BPGC-NAB,08:4f:a9:43:38:a0,-64dBm,2437MHz,~15.5m,false,[ESS][WFA-HT]
2020/02/16-12:36:55,BPGC-NAB,68:3b:78:e9:c0:e0,-69dBm,2462MHz,~27.3m,false,[ESS][WFA-HT]
2020/02/16-12:36:55,BPGC-NAB,70:ea:1a:22:96:00,-81dBm,2412MHz,~110.9m,false,[ESS][WFA-HT]
2020/02/16-12:36:55,BPGC-NAB,70:ea:1a:22:97:80,-59dBm,2412MHz,~8.8m,false,[ESS][WFA-HT]
2020/02/16-12:36:55,BPGC-NAB,70:ea:1a:22:98:20,-68dBm,2437MHz,~24.6m,false,[ESS][WFA-HT]
2020/02/16-12:36:55,BPGC-NAB,70:ea:1a:22:9b:e0,-83dBm,2437MHz,~138.2m,false,[ESS][WFA-HT]
2020/02/16-12:36:55,BPGC-NAB,70:ea:1a:22:a5:a0,-47dBm,2462MHz,~2.2m,false,[ESS][WFA-HT]
2020/02/16-12:36:55,BPGC-NAB,70:ea:1a:22:a9:40,-51dBm,2412MHz,~3.5m,false,[ESS][WFA-HT]
2020/02/16-12:36:55,BPGC-NAB,70:ea:1a:22:ac:00,-65dBm,2437MHz,~17.4m,false,[ESS][WFA-HT]
2020/02/16-12:36:55,sks,88:63:df:bb:74:a5,-82dBm,2462MHz,~122.0m,false,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WFA-HT]
2020/02/16-12:36:55,BPGC-NAB,a8:b4:56:cc:de:00,-75dBm,2462MHz,~54.5m,false,[ESS][WFA-HT]
2020/02/16-12:36:56,BPGC-NAB,08:4f:a9:2d:77:40,-70dBm,2412MHz,~31.3m,false,[ESS][WFA-HT]
2020/02/16-12:36:56,BPGC-NAB,08:4f:a9:30:00:00,-77dBm,2437MHz,~69.3m,false,[ESS][WFA-HT]
2020/02/16-12:36:56,BPGC-NAB,70:ea:1a:22:96:00,-81dBm,2412MHz,~110.9m,false,[ESS][WFA-HT]
2020/02/16-12:36:56,BPGC-NAB,70:ea:1a:22:97:80,-58dBm,2412MHz,~7.9m,false,[ESS][WFA-HT]
2020/02/16-12:36:56,BPGC-NAB,70:ea:1a:22:98:20,-68dBm,2437MHz,~24.6m,false,[ESS][WFA-HT]
2020/02/16-12:36:56,BPGC-NAB,70:ea:1a:22:9b:e0,-83dBm,2437MHz,~138.2m,false,[ESS][WFA-HT]
